objectid,title,date,date-is-approximate,creator,description,item_information,subject,location,latitude,longitude,related_publication,publisher_digital,,source,findingaid,,original-identifier,rights,rights statement,type,format,language,BookCode,BookNum,BPageNum,TotalPages,GRANTEES,GRANTORS,DATE,relation,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
1791000010,"STONE, JEDIAH; STOUT, JEDIAH granted to LOUGHEAD, DAVID; LOUGHHEAD, ELIZABETH ",1791-12-12,,,100 ACRES,pp. 305-307,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1791000010.pdf,,record,,,,,
1791000011,"PAYNE JR., EDWARD granted to FERRELL, SAMUEL; HAWKINS, MARTIN; HAWKINS, ELIZABETH",1791-04-13,,,250 ACRES,pp. 372-375,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1791000011.pdf,,record,,,,,
1791000012,"PAYNE JR., EDWARD granted to FERRELL, RICHARD; HAWKINS, JAMES",1791-04-13,,,TITLE BOND,pp. 374-376,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1791000012.pdf,,record,,,,,
1791000013,"CAMPBELL, ROBERT granted to PATTERSON, ROBERT; BLAIR, SAMUEL; BARR, ROBERT; PARKER, JAMES; PARKER, ROBERT; MCMILLIN, SAMUEL ; COBURN, JOHN",1791-09-01,,,2 LOTS HIGH STREET AND WATER STREET AND LOT NO. 73 BETWEEN 5TH AND 6TH STREETS,pp. 412-415,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1791000013.pdf,,record,,,,,
1791000014,"LEIBY, GEORGE granted to HUGHES, JAMES; JANUARY, THOMAS; PATTERSON, ROBERT; TEGARDEN, GEORGE; PARKER, ALEXANDER; MORRISON, JAMES; MCALVAIN, HUGH",1796-07-01,,,LOTS 109 AND 110 ON 7TH STREET,pp. 415-417,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1791000014.pdf,,record,,,,,
1791000015,"GOODWIN, JAMES COLEMAN granted to BARTLETT, HARRY; BARTLETT, SARAH",1791-07-01,,,100 ACRES,pp. 428-431,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1791000015.pdf,,record,,,,,
1791000016,"GRAVES, FRANKY; GRAVES, FRANKEY granted to BARTLETT, HARRY; BARTLETT, SARAH",1791-07-01,,,100 ACRES,pp. 431-434,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1791000016.pdf,,record,,,,,
1792000001,"TODD, LEVI granted to TODD, JOHN; CROCKETT, JOSEPH ; BUTLER, PERCIVIAL; BARR, ROBERT",1792-06-01,,,100 ACRES W WATERS OF HICKMAN CREEK,pp. 103-105,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000001.pdf,,record,,,,,
1792000002,"CRAIG, JOSEPH granted to CRAIG, LEWIS; CRAIG, BETTY",1792-06-01,,,30 ACRES FAYETTE COUNTY,pp. 113-115,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000002.pdf,,record,,,,,
1792000003,"SMITH, WILLIAM granted to CRAIG, BENJAMIN; CRAIG, ANN",1792-12-01,,,220 ACRES FAYETTE COUNTY,pp. 129-131,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000003.pdf,,record,,,,,
1792000004,"SCOTT, WILLIAM granted to SCOTT, MARGARET; NICHOLAS, JOHN; SCOTT, ANDREW",1792-12-01,,,117 AND 1/2 ACRES DAVIDS FORK OF ELKHORN,pp. 150-153,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000004.pdf,,record,,,,,
1792000005,"SMITH, WILLIAM granted to CRONCH, JOHN; CRONCH, MARY",1792-06-01,,,140 ACRES WATERS OF ELKHORN CREEK,pp. 190-192,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000005.pdf,,record,,,,,
1792000006,"SCOTT, JAMES granted to SCOTT, MARGARET; NICHOLS, JOHN; SCOTT, ANDREW",1792-12-01,,,150 ACRES DAVID'S FORK,pp. 255-258,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000006.pdf,,record,,,,,
1792000007,"ESTIS, JOHN granted to JOHNSON, ROBERT; CRAIG, ELIJAH; CRAIG, JOHN",1792-06-13,,,145 1/2 ACRES,pp. 331-333,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000007.pdf,,record,,,,,
1792000008,"KISER, JACOB granted to SHEPHARD, GEORGE; SHEPHARD, MARY ANN",1792-12-11,,,50 ACRES WATERS OF TOWN FORK OF ELKHORN,pp. 365-367,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000008.pdf,,record,,,,,
1792000009,"KISER, JACOB granted to SIMPSON, SAMUEL; SIMPSON, CATHERINE",1792-12-11,,,TRACT OF LAND WATERS OF TOWN FORK,pp. 367-370,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000009.pdf,,record,,,,,
1792000010,"JANUARY, THOMAS; JANUARY, PETER granted to GORDON, GEORGE; WINN, SALLY ",1792-12-01,,,100 ACRES ON BUCKEYE PLANTATION,pp. 422-426,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000010.pdf,,record,,,,,
1792000011,"GROVES, HENRY granted to CARMER, CASPER",1792-06-13,,,IN LOT ON HIGH ST.,pp. 433-436,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1792000011.pdf,,record,,,,,
1793000005,"EVANS, WILLIAM granted to SODOWSKY, JACOB",1795-01-01,,,61 ACRES WATERS OF SINKING CREEK,pp. 116-118,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000005.pdf,,record,,,,,
1793000006,"EMMERSON, REUBIN granted to CLEAVELAND, ELI",1793-08-01,,,70 ACRES ELKLICK BRANCH,pp. 120-122,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000006.pdf,,record,,,,,
1793000007,"CALDWELL, GEORGE granted to STEELE, ANDREW",1793-10-01,,,48 ACRES WATER OF S. ELKHORN CREEK,pp. 203-205,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000007.pdf,,record,,,,,
1793000008,"MCMURTRY, JOSEPH granted to GREENUP, CHRISTOPHER; GREENUP, CATHRINE",1793-10-01,,,180 ACRES FAYETTE COUNTY,pp. 244-247,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000008.pdf,,record,,,,,
1793000009,"TROUTMAN, PETER granted to ROGERS, JOHN; ROGERS, CATHRINE",1793-07-01,,,100 ACRES DAVID'S FORK,pp. 258-261,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000009.pdf,,record,,,,,
1793000010,"ALEXANDER, WILLIAM granted to ALEXANDER, JAMES; ALEXANDER, RACHEL",1793-01-01,,,100 ACRES FAYETTE COUNTY,pp. 295-297,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000010.pdf,,record,,,,,
1793000011,"PRICE, BIRD granted to CRAIG, LEWIS; CRAIG, ELIZABETH",1793-05-10,,,170 ACRES N. ELKHORN,pp. 330-332,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000011.pdf,,record,,,,,
1793000012,"HOLLYMAN, MARY granted to STONE, WILLIAM",1793-03-01,,,100 ACRES S. ELKHORN,pp. 393-395,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000012.pdf,,record,,,,,
1793000013,"STONE JR., WILLIAM granted to STONE, WILLIAM",1793-03-01,,,100 ACRES S. ELKHORN,pp. 395-397,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000013.pdf,,record,,,,,
1793000014,"JANUARY, THOMAS; JANUARY, PETER granted to PAYNE, EDWARD; HOLLAND, ANN; LEWIS, THOMAS; LEWIS, ELIZABETH",1793-03-01,,,FOUR POLES AND 66 FT MAIN AND UPPER STS.,pp. 426-429,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1793000014.pdf,,record,,,,,
1794000001,"MCILVAIN, ARCHIBALD  granted to MURRAY, WILLIAM; MURRAY, CATHERINE",1794-09-08,,,97 1/2 FT COR MAIN AND WALNUT ST,pp. 29-31,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000001.pdf,,record,,,,,
1794000004,"BRECKENRIDGE, JOHN granted to TODD, JOHN",1794-06-01,,,CORNER STONE ESTABLISHED QUIT CLAIM TO LANDS,pp. 133-140,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000004.pdf,,record,,,,,
1794000005,"BRECKENRIDGE, JOHN granted to TODD, JOHN",1794-06-01,,,CORNER STONE ESTABLISHED QUIT CLAIM TO LANDS,pp. 134-140,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000005.pdf,,record,,,,,
1794000006,"DUKE, BASIL; RIDGELY, FREDERICK granted to MCDERMID, HUGH; MCDERMID, FRANCES",1794-04-01,,,SEE DEED CORNER OF MARKET & SECOND ST; SHORT & MARKET ST; MARKET & MIDDLE ST,pp. 219-222,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000006.pdf,,record,,,,,
1794000007,"DUKE, BASIL granted to MOLLOY, ANTHONY; MOLLOY, PRUDENCE",1794-09-01,,,26 FT SHORT ST,pp. 222-226,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000007.pdf,,record,,,,,
1794000008,"EDMISTON, JOHN granted to ROBINSON, DAVID ",1794-03-01,,,200 ACRES BOONES CREEK,pp. 246-248,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000008.pdf,,record,,,,,
1794000009,"TROTTER, GEORGE granted to PARKER, ALEXANDER; PARKER, MARY; PARKER, JAMES; PARKER, ELIZABETH",1794-08-01,,,309 ACRES FAYETTE COUNTY,pp. 279-282,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000009.pdf,,record,,,,,
1794000010,"HOUGHTON, JOHN granted to MCDOWELL, SAMUEL; MCDOWELL, MARY",1794-12-01,,,100 ACRES WATERS OF CANE RUN,pp. 301-304,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000010.pdf,,record,,,,,
1794000011,"BLACK, ALEXANDER granted to HUSTON, WILLIAM",1794-03-11,,,118 1/2 ACRES ELKHORN,pp. 357-359,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000011.pdf,,record,,,,,
1794000012,"CARR, PATRICK granted to FARROW, JOSEPH ROYAL; FARRAR, JOSEPH ROYAL; FARROW, JANE; FARRAR, JANE",1794-03-01,,,30 ACRES N. ELKHORN,pp. 383-385,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000012.pdf,,record,,,,,
1794000013,"WORLEY, CALEB granted to MCDONALD, JOHN",1794-07-01,,,148 ACRES ON  S. ELKHORN,pp. 435-438,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1794000013.pdf,,record,,,,,
1795000001,"PARKER, MARY  ; HOWARD, BENJAMIN; BRECKENRIDGE, JOHN granted to PARKER, ALEXANDER",1795-11-01,,,SEPARATION AGREEMENT; 100 ACRES OHIO RIVER; SLAVES; PERSONALTY,pp. 67-71,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000001.pdf,,record,,,,,
1795000002,"EVANS, NATHANIEL granted to SODOWSKY, JACOB",1795-01-01,,,56 ACRES SINKING CREEK,pp. 114-116,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000002.pdf,,record,,,,,
1795000003,"EVANS JR, NATHANIEL granted to EVANS SR, NATHANIEL",1795-01-01,,,51 ACRES SINKING CREEK,pp. 117-119,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000003.pdf,,record,,,,,
1795000004,"HENDERSON, THOMAS granted to PRICE, SAMUEL; PRICE, ELIZABETH",1795-07-01,,,200 ACRES FAYETTE AND BOURBON COUNTIES,pp. 125-127,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000004.pdf,,record,,,,,
1795000005,"WILSON, NATHANIEL; RIDGELY, FREDERICK; WILSON, N; RIDGELY, F granted to SMITH, JOHN; SMITH, MARY",1795-08-01,,,LOT 11 MULBERRY ST; ONE LOT MULBERRY ST,pp. 217-220,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000005.pdf,,record,,,,,
1795000006,"WHITE, WILLIAM  granted to WISLON, NATHANIEL; WILSON, MARGARET",1795-02-01,,,47 FT SHORT ST,pp. 225-227,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000006.pdf,,record,,,,,
1795000007,"RIDGELY, FREDERICK  granted to WILSON, NATHANIEL; WILSON, MARGARET",1795-02-01,,,"DIVISION OF LAND INTO LOTS 1, 7-8, & 12 CORNER OF SHORT AND CROSS ST",pp. 227-229,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000007.pdf,,record,,,,,
1795000008,"MCMURTRY, JOSEPH granted to HARRISON, JAMES; TEGARDEN, GEORGE; HUGHES, JAMES; PATTERSON, ROBERT; MARSHALL, HENRY; SMITH, JOHN; HACK, JOHN",1795-07-01,,,26 FT 6IN UPPER ST,pp. 248-250,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000008.pdf,,record,,,,,
1795000009,"ESTIS, LITTLETON; ESTES, LITTLETON granted to WARRICK, JOHN; WARRICK, ELLENAN ; WARRICK, ELLENDER",1795-04-14,,,36 1/2 ACRES WATERS OF N ELKHORN,pp. 359-361,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000009.pdf,,record,,,,,
1795000010,"TROUTMAN, JACOB granted to YOUNG, LEONARD; ROGERS, JOHN; HIGGINS, JOHN; THOMAS, CHARLES",1795-07-14,,,100 ACRES DAVIDS FORK,pp. 378-381,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000010.pdf,,record,,,,,
1795000011,"GIST, WILLIAM granted to CAMPBELL, JOHN",1795-10-01,,,270 3/4 ACRES S. ELKHORN,pp. 381-383,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000011.pdf,,record,,,,,
1795000012,"MARTIN, THOMAS granted to HANCOCK, JOHN; HANCOCK, NANCY",1795-04-01,,,100 ACRES CANE RUN,pp. 403-405,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1795000012.pdf,,record,,,,,
1796000001,"DOUGHERTY, MOSES  granted to MCCONNELL, MARY; MCCONNELL, JAMES M; MCCONNELL, JOHN; MCCONNELL, MARY; MCCONNELL, ELIZABETH; MCCONNELL, JAMES ; MCCONNELL, WILLIAM ; MCCONNELL, FRANCES ; MCCONNELL, MARGARETT ; MCCONNELL, MARY; MCCONNELL, JOHN",1796-03-01,,,200 ACRES,pp. 26-28,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000001.pdf,,record,,,,,
1796000002,"ROSS, WILLIAM granted to COOPER, DEVALT; COOPER, MARGARET",1796-09-01,,,26 FT SHORT ST,pp. 48-51,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000002.pdf,,record,,,,,
1796000005,"REDMAN, WILLIAM granted to MCMILLIN, SAMUEL; MCMILLIN, ESTHER",1796-08-01,,,66 FT CROSS ST,pp. 70-72,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000005.pdf,,record,,,,,
1796000006,"BLEDSOE, JOHN granted to FRANK, ROBERT",1796-08-09,,,100 ACRES WATERS OF BOONES CREEK,pp. 183-184,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000006.pdf,,record,,,,,
1796000007,"CALDWELL, GEORGE granted to WINSTON, ISAAC; TAYLOR, GEORGE",1796-07-01,,,200 ACRES S. FORK OF ELKHORN CREEK,pp. 205-207,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000007.pdf,,record,,,,,
1796000008,"CHRISTIAN, WILLIAM granted to FRANK, ROBERT",1796-08-01,,,31 ACRES WATERS OF BOONES CREEK,pp. 210-212,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000008.pdf,,record,,,,,
1796000009,"GUSTIN, CATEY; GUSTINE, CATEY granted to GUSTIN, AMOS; GUSTINE, AMOS",1796-07-01,,,PART OF LOT 12 & 40 FT MULBBERRY ST,pp. 212-214,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000009.pdf,,record,,,,,
1796000010,"SMITH JR, GEORGE granted to JOHNSON, ROBERT; JOHNSON, JEMINA",1796-05-01,,,240 ACRES WATERS OF ELKHORN,pp. 228-230,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000010.pdf,,record,,,,,
1796000011,"BRITE, ALBERTUS granted to TRIGG, ABRAM; TRIGG, SUSANNA",1796-10-01,,,400 ACRES WATERS OF ELKHORN,pp. 298-301,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000011.pdf,,record,,,,,
1796000012,"ESTIS, LITTLETON; ESTES, LITTLETON granted to ANDERSON, PATTON; ANDERSON, WILLIAM P",1796-07-01,,,33 1/3 ACRES N ELKHORN,pp. 362-365,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000012.pdf,,record,,,,,
1796000013,"KISER, JACOB granted to SMITH, JOHN; SMITH, MARY",1796-05-10,,,INLOT NO 70 HIGH AND WATER STREET,pp. 370-372,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1796000013.pdf,,record,,,,,
1797000004,"VENABLE, ABRAHAM granted to FERGUSON, BRYANT",1797-10-01,,,200 ACRES HICKMAN CREEK,pp. 61-63,,,,,,Fayette County Clerks Office,,https://www.fayettedeeds.com/landrecords/index.php,"Book Code: ODB, Book Number: 00000A",,,,,Document,application/pdf,eng,ODB,00000A,23,3,"TOWN OF LEXINGTON, ",",",17810326,,1797000004.pdf,,record,,,,,
